x,y,label
0.2196926744572962,-0.22166672872076887,1
0.47828795081916115,0.7242770192206811,0
2.1761197542108666,0.2620439605650096,1
-0.7878533056821388,-0.10112062651357656,0
1.9407655210160992,-0.10613386187854967,1
1.7038780694795819,-0.43238735435097,1
2.0427682226736814,0.3596277972969216,1
0.5043580792312927,-0.006414682205630184,1
0.3388968789498299,-0.3829878879376377,1
0.8519503781607894,-0.6472314324869561,1
0.9054450127691748,-0.8285558636929127,1
0.25740755353490374,-0.1987926175597597,1
1.5114118143790045,-0.08614398163892256,1
0.8964246571452399,-0.5000779138033665,1
-0.999222912044269,-0.04575052122453749,0
-0.019755489684040894,1.2522154765266131,0
-1.105187442102892,0.3689413609892658,0
0.3153605820279486,0.17774907055359562,1
1.809554364145438,-0.1501022003481373,1
0.1051641441414618,0.9519723741487592,0
0.4118914397675326,-0.4126449515102663,1
-0.2639292399552385,0.2619479439564916,1
0.8061875147882867,0.7424879271556084,0
0.4361111533192139,-0.3357158979460907,1
0.0538849733895476,0.48493237951171575,1
0.02308715566559222,0.7967797526818199,0
2.0109294535428983,0.4690190627849688,1
-0.5225693856672746,-0.2371169757064676,1
-0.005504593649030942,0.8306559539084549,0
-0.6854665232941102,0.045341174275432314,0
1.7579979099088165,0.09852910997679568,1
0.01599282904880752,0.16402924030787314,1
0.47594942528761364,0.8788513265202371,0
0.7615679613501632,-0.4278156953816181,1
1.9712720795794896,-0.13453646006002187,1
1.8640580942800158,-0.09706745779192588,1
0.06472054854037862,-0.2927999487052031,1
-0.5806373935810553,1.0047437140598827,0
2.0224112540766614,0.6585554084811795,1
0.5616526291104231,0.3004344599770227,0
1.1667094487179903,-0.1402323224181658,0
1.2043000660381527,-0.06596625599209148,0
0.20199557091683626,0.5350899348656206,1
0.917406756094837,0.49844128250021313,0
0.3342634705416161,-0.3405512876197655,1
1.04487955662719,0.5018640558973664,0
-0.07024938475871725,0.34460757988621166,1
0.08948538096402955,0.5531652009507411,0
1.495391973718499,-0.2621422550474146,1
0.43529923348733446,-0.30139947044962745,1
1.4808147079300633,-0.7208228076538304,1
-1.2337095604819883,0.3063203229364116,0
1.0675222128421642,-0.43620282062430593,1
-1.024578333346571,-0.15035929594677153,0
-0.12988097086301564,1.2524903382085082,0
0.6032297747841769,1.0167161265010705,0
1.2772707693951313,0.13265526610334522,0
1.0341386087036561,-0.3088214835488814,1
0.7698358947876096,-0.2885229330190947,1
-0.9909122452426324,0.06996939467824093,0
-1.0959341260154243,0.059816764122855526,0
-0.02709352316056242,0.1279464062891253,1
-0.49930706814144854,0.7378370372103509,0
0.3938055513012645,-0.16203703867079333,1
0.24154153181393673,0.9828950692311588,0
-0.6240696049100275,0.25199021195685856,0
1.0591141470719998,0.2638732598979202,0
-0.049809701926317146,1.098460837076802,0
0.5647504651959167,0.632327627611111,0
0.8933365971400623,0.5618232896706241,0
-0.45420383265662945,0.2812685878000592,1
0.14412942952078966,-0.11050887772096993,1
1.6175536410037799,-0.432687396429546,1
1.8571900506022478,0.002638647199947504,1
-0.45655058425660844,0.99731489437716,0
1.1657110967821172,-0.4631437282621418,1
2.028008199965483,-0.24824421961476945,1
0.20940384386768213,0.6076943257980406,1
1.5723690236721017,-0.33544711139004957,1
-1.1450926285634262,0.3094143116216321,0
0.7726805681109428,-0.4443580822941061,1
0.2837211602887892,0.6110874549169832,1
0.3422102244963683,0.9395076905701021,0
-0.2973062955957879,1.0337215582014436,0
0.8550193919858471,0.7662407762898685,0
-0.05922410290741496,0.3719676757641099,1
0.8336555798190408,0.6499529469429953,0
1.1426498169832764,-0.3425773425006079,1
0.9109373868945749,0.2896670428658047,0
1.3663751478400397,-0.3363974904197531,1
1.9545826077603041,-0.5867458590951298,1
-0.23902549462416822,0.8298840258497227,0
0.6712138413756904,-0.38064546165339175,1
0.2863332253305287,0.8361830900225261,0
1.8920116702056249,0.027494765824142474,1
0.9540717804534959,0.44844803498375274,0
0.09056890512601004,0.42184384522917656,1
0.883306189525659,0.36430837280395656,0
-0.6292903326227564,0.65225161016667,0
2.139658024444141,0.37314782569952853,1
0.7227100741048773,-0.33465627896652794,1
0.2736465844654721,-0.24179595790834507,1
-0.6327879814540658,0.7345995726071441,0
0.5026134096141638,0.879315525455026,0
1.1980651158976727,-0.5633707207719002,1
1.9234497236254187,-0.14797660415910469,1
0.9432239297132333,-0.14011341107600606,1
1.0190722837677244,0.3672824802427641,0
2.2540475518680414,0.32931873343304974,1
-1.092032861978985,-0.22079644346938998,0
1.6676526186168434,-0.1790994858767987,1
0.02401455904646757,0.22206165682312246,1
2.2410918604747856,0.28762116881941535,1
0.19216799274241025,-0.05271260333406416,1
1.8708789673931576,-0.16649580232176733,1
0.10422751863225364,0.41157652910947506,1
0.1828988312476863,0.9248941564694652,0
-0.01625033901705397,0.5728759049447525,1
0.5780275581297647,0.1846007204656348,1
0.23925038914156324,0.652390224983744,1
1.779295579228093,0.26212998442035323,1
1.0719290543159787,0.4029750739000209,0
0.7308600282348987,-0.29547164764305145,0
